2019-01-29T15:28:09.510, 1108.272, *
2019-01-29T15:28:26.321, 1125.083, 具体的には教えてもらえますか？
2019-01-29T15:28:28.944, 1127.706, *
2019-01-29T15:28:53.473, 1152.235, もう少し詳しく教えてください。
2019-01-29T15:28:56.011, 1154.773, *
2019-01-29T15:29:24.025, 1182.787, それは、美味しそうですね。
2019-01-29T15:29:26.433, 1185.195, *
2019-01-29T15:29:27.661, 1186.423, そうですね・・ぜひ参考にさせていただきます。
2019-01-29T15:29:31.495, 1190.257, *
2019-01-29T15:29:38.141, 1196.903, それでは最後の質問です。近い将来、私のような会話用の「エーアイ」を利用するとしたら、どんな時に利用しますか？
2019-01-29T15:29:48.791, 1207.553, *
2019-01-29T15:30:14.291, 1233.053, なるほど、ありがとうございました。
2019-01-29T15:30:17.234, 1235.996, *
2019-01-29T15:30:20.023, 1238.785, これで対話を終了します．ご協力ありがとうございました・・
2019-01-29T15:30:24.694, 1243.456, *
